,Photo.Order,Site,Year,Transect,Photo.Rep,Photo.Name,ROI.Type,ROI.Rep,ROI.LabelCode,Area,StdDev,Mode,Perim.,Feret,MinFeret,Cal.Length,X.1,out.of.frame,Out.of.frame,Cal.nums,Cal.Length.mean,Diameter.circular,Volume.spherical,Geom.Mean.D,logArea
21,353,Black Rock,2018,T1,11,BR_10Sept2018_T1_IMG_8354.JPG,Pa,2,NA,326.7879391,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,306.942,20.39802262,4443.885183,NA,5.789311456
22,354,Black Rock,2018,T1,12,BR_10Sept2018_T1_IMG_8355.JPG,Te,1,o,3895.459588,28.684,115,309.3414404,98.72011039,60.87611508,0,NA,TRUE,FALSE,4,352.9445,70.42622517,182895.0094,77.52223424,8.267566946
23,354,Black Rock,2018,T1,12,BR_10Sept2018_T1_IMG_8355.JPG,Pa,1,o,26.37556992,20.99,109,22.37190266,9.107664236,4.108294647,0,NA,TRUE,FALSE,4,352.9445,5.795033964,101.8982157,6.116941084,3.2724382
24,355,Black Rock,2018,T1,13,BR_10Sept2018_T1_IMG_8356.JPG,Pa,1,o,23.22862045,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,305.94125,5.438345165,84.21683716,NA,3.145385159
25,356,Black Rock,2018,T1,14,BR_10Sept2018_T1_IMG_8357.JPG,Tl,1,o,103.6029864,15.67,60,52.00563147,21.99351546,8.124553763,0,NA,TRUE,FALSE,4,323.539,11.48526966,793.2721572,13.36740434,4.640566155
26,356,Black Rock,2018,T1,14,BR_10Sept2018_T1_IMG_8357.JPG,Tl,2,o,75.50047688,43.184,74,39.50707643,13.5509784,8.411597984,0,NA,TRUE,FALSE,4,323.539,9.804600594,493.501347,10.67639371,4.324138973
27,356,Black Rock,2018,T1,14,BR_10Sept2018_T1_IMG_8357.JPG,Tl,3,o,2451.58929,21.685,104,321.1878012,78.18785371,60.70365551,0,NA,TRUE,FALSE,4,323.539,55.87003161,91313.58077,68.89331271,7.804491783
28,357,Black Rock,2018,T1,15,BR_10Sept2018_T1_IMG_8358.JPG,Pa,1,NA,159.5135449,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,300.5395,14.251279,1515.514688,NA,5.072128839
29,357,Black Rock,2018,T1,15,BR_10Sept2018_T1_IMG_8358.JPG,Pga,1,o,4714.394205,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,300.5395,77.47614556,243502.0611,NA,8.458375704
30,357,Black Rock,2018,T1,15,BR_10Sept2018_T1_IMG_8358.JPG,Pa,2,NA,10.65719073,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,300.5395,3.683633623,26.1714574,NA,2.36623485
31,357,Black Rock,2018,T1,15,BR_10Sept2018_T1_IMG_8358.JPG,Pa,3,NA,39.41477738,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,300.5395,7.084098617,186.1454466,NA,3.674140806
32,358,Black Rock,2018,T1,16,BR_10Sept2018_T1_IMG_8364.JPG,Tl,1,o,3525.768866,27.139,133,394.9797299,97.17302565,64.01818102,0,NA,TRUE,FALSE,4,286.0125,67.00110705,157486.9448,78.87230406,8.16785381
33,358,Black Rock,2018,T1,16,BR_10Sept2018_T1_IMG_8364.JPG,Te,1,o,2349.671127,37.492,56,205.2404353,67.7215856,44.12394563,0,NA,TRUE,FALSE,4,286.0125,54.69638193,85679.00623,54.66391461,7.762030651
34,358,Black Rock,2018,T1,16,BR_10Sept2018_T1_IMG_8364.JPG,Pa,1,NA,505.6895721,30.49,130,106.6859316,30.83298807,24.83901927,0,NA,FALSE,FALSE,4,286.0125,25.37447459,8554.404798,27.6741971,6.225922987
35,359,Black Rock,2018,T1,17,BR_10Sept2018_T1_IMG_8366.JPG,Tl,1,o,7336.374306,26.437,79,863.6852957,135.7146658,95.77652145,0,NA,TRUE,FALSE,4,285.665,96.64865173,472700.4568,114.0099934,8.900600036
36,360,Black Rock,2018,T1,18,BR_10Sept2018_T1_IMG_8367.JPG,Tl,1,o,6331.773235,29.27,124,338.3484456,116.5836174,84.5156398,0,NA,TRUE,FALSE,4,301.65825,89.78788377,379011.0128,99.26297907,8.753335608
37,360,Black Rock,2018,T1,18,BR_10Sept2018_T1_IMG_8367.JPG,Pa,1,NA,9.238695065,20.388,120,12.75728411,4.738739948,2.69881563,0,NA,FALSE,FALSE,4,301.65825,3.429733503,21.12417466,3.576169101,2.223400649
38,361,Black Rock,2018,T1,19,BR_10Sept2018_T1_IMG_8368.JPG,Te,1,NA,266.1086258,26.587,47,65.61144892,23.13550008,15.11536705,0,NA,FALSE,FALSE,4,280.236,18.40706456,3265.519103,18.7003095,5.583904593
39,361,Black Rock,2018,T1,19,BR_10Sept2018_T1_IMG_8368.JPG,Pa,1,NA,36.90969336,25.416,93,27.91696998,8.800760787,5.450370402,0,NA,FALSE,FALSE,4,280.236,6.855281261,168.6842195,6.92585057,3.608474209
40,361,Black Rock,2018,T1,19,BR_10Sept2018_T1_IMG_8368.JPG,Pa,2,NA,43.37964961,22.112,91,34.96089011,9.58178107,7.093663912,0,NA,FALSE,FALSE,4,280.236,7.431869571,214.927932,8.244388066,3.769990428
41,361,Black Rock,2018,T1,19,BR_10Sept2018_T1_IMG_8368.JPG,Pa,3,NA,36.44618931,19.539,94,46.06884911,13.78074195,4.705105697,0,NA,FALSE,FALSE,4,280.236,6.812101693,165.5167653,8.052319382,3.595836907
42,362,Black Rock,2018,T1,20,BR_10Sept2018_T1_IMG_8369.JPG,Pa,1,NA,253.2305694,22.523,101,74.97356912,23.38454518,16.47090669,0,NA,FALSE,FALSE,2,258.599,17.95614588,3031.363364,19.62561239,5.534300415
43,362,Black Rock,2018,T1,20,BR_10Sept2018_T1_IMG_8369.JPG,Tl,1,o,2430.3579,34.836,125,287.9175867,79.41852057,53.05511622,0,NA,TRUE,FALSE,2,258.599,55.62758116,90129.95422,64.91193141,7.795793809
44,363,Black Rock,2018,T1,21,BR_10Sept2018_T1_IMG_8370.JPG,Pga,1,o,3976.662965,23.441,103,374.5428329,106.4614964,76.21171925,254.67,NA,TRUE,FALSE,4,281.571,71.15647927,188643.5572,90.07559977,8.288198295
45,363,Black Rock,2018,T1,21,BR_10Sept2018_T1_IMG_8370.JPG,Tl,1,o,581.0457291,12.991,54,105.5702114,38.70725323,22.51652336,0,NA,TRUE,FALSE,4,281.571,27.19945587,10536.08511,29.52207262,6.364829461
46,363,Black Rock,2018,T1,21,BR_10Sept2018_T1_IMG_8370.JPG,Tl,2,o,753.3302415,13.674,60,164.4973026,53.79375007,24.07918429,0,NA,TRUE,FALSE,4,281.571,30.97046745,15553.99315,35.99041013,6.624503699
47,363,Black Rock,2018,T1,21,BR_10Sept2018_T1_IMG_8370.JPG,Pga,2,o,937.5922175,21.53,93,180.9191998,63.15724986,33.25164878,0,NA,TRUE,FALSE,4,281.571,34.55111414,21596.57048,45.82665917,6.843315118
48,363,Black Rock,2018,T1,21,BR_10Sept2018_T1_IMG_8370.JPG,Pa,1,NA,37.34128156,12.936,58,27.82832749,7.998373412,6.567686303,0,NA,FALSE,FALSE,4,281.571,6.895244472,171.6515102,7.247813981,3.620099459
49,364,Black Rock,2018,T1,22,BR_10Sept2018_T1_IMG_8371.JPG,Tl,1,o,8782.688855,28.992,120,472.2022285,129.7557024,88.30150316,0,NA,TRUE,FALSE,4,309.8475,105.7471832,619163.0717,107.0402894,9.080537887
50,364,Black Rock,2018,T1,22,BR_10Sept2018_T1_IMG_8371.JPG,Pga,1,o,303.2077132,31.528,128,75.44166082,26.89397203,15.87877908,0,NA,TRUE,FALSE,4,309.8475,19.64830911,3971.679248,20.66502941,5.714418093
51,364,Black Rock,2018,T1,22,BR_10Sept2018_T1_IMG_8371.JPG,Pa,1,NA,21.71022057,32.867,134,23.60654838,7.437949314,5.245677309,0,NA,FALSE,FALSE,4,309.8475,5.257595586,76.09570655,6.246365498,3.077783144
52,365,Black Rock,2018,T1,23,BR_10Sept2018_T1_IMG_8372.JPG,Pa,1,NA,74.10724629,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,278.47275,9.713715897,479.9044909,NA,4.305513318
53,366,Black Rock,2018,T2,1,BR_10Sept2018_T2_IMG_8375-1.JPG,Tl,1,o,1077.988222,23.261,83,142.5467898,55.56273827,32.29797707,0,NA,TRUE,FALSE,4,277.518,37.04776962,26624.70621,42.36229511,6.982851826
54,366,Black Rock,2018,T2,1,BR_10Sept2018_T2_IMG_8375-1.JPG,Tl,2,o,2746.172744,19.68,92,256.205039,79.02049597,49.34443892,0,NA,TRUE,FALSE,4,277.518,59.13151219,108256.898,62.44375098,7.917963492
55,366,Black Rock,2018,T2,1,BR_10Sept2018_T2_IMG_8375-1.JPG,Pa,1,NA,54.94555411,22.979,97,34.65501337,10.13285625,7.988634971,0,NA,FALSE,FALSE,4,277.518,8.364140858,306.3815694,8.997093407,4.00634277
56,366,Black Rock,2018,T2,1,BR_10Sept2018_T2_IMG_8375-1.JPG,Tl,3,o,525.6280991,16.985,74,128.2410871,50.2764145,18.04668526,0,NA,TRUE,FALSE,4,277.518,25.86987595,9065.289145,30.12179657,6.264593927
57,366,Black Rock,2018,T2,1,BR_10Sept2018_T2_IMG_8375-1.JPG,Pa,2,NA,65.06030389,23.359,107,35.08986804,11.54350348,7.473713417,0,NA,FALSE,FALSE,4,277.518,9.101502717,394.7643551,9.288317225,4.175314592
58,366,Black Rock,2018,T2,1,BR_10Sept2018_T2_IMG_8375-1.JPG,Ml,1,NA,87.37767478,27.177,80,34.17050426,11.74615701,9.765132352,0,NA,FALSE,FALSE,4,277.518,10.54764006,614.418842,10.70993827,4.470239813
59,367,Black Rock,2018,T2,2,BR_10Sept2018_T2_IMG_8376.JPG,Tl,1,o,5070.728748,26.764,128,450.3867679,97.59645137,86.42704632,0,NA,TRUE,FALSE,4,296.11425,80.3508081,271624.7684,91.8421092,8.531239824
60,368,Black Rock,2018,T2,3,BR_10Sept2018_T2_IMG_8380.JPG,Pa,1,o,568.0791685,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,272.713,26.89425332,10185.37671,NA,6.34226079
61,369,Black Rock,2018,T2,4,BR_10Sept2018_T2_IMG_8382.JPG,Tl,1,o,1586.371015,16.854,152,182.3396364,61.32500581,41.12174419,0,NA,TRUE,FALSE,4,283.15725,44.94252228,47530.34311,50.21743921,7.369204306
62,370,Black Rock,2018,T2,5,BR_10Sept2018_T2_IMG_8383.JPG,Ml,1,NA,623.8483945,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,286.1045,28.18347824,11721.47843,NA,6.435907381
63,370,Black Rock,2018,T2,5,BR_10Sept2018_T2_IMG_8383.JPG,Pa,1,NA,42.7617914,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,286.1045,7.378753541,210.3524798,NA,3.75564498
64,370,Black Rock,2018,T2,5,BR_10Sept2018_T2_IMG_8383.JPG,Pa,2,NA,109.2018116,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,286.1045,11.79152513,858.43727,NA,4.693197653
65,370,Black Rock,2018,T2,5,BR_10Sept2018_T2_IMG_8383.JPG,Ml,2,o,263.3680689,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,286.1045,18.31203539,3215.203598,NA,5.573552555
66,371,Black Rock,2018,T2,6,BR_10Sept2018_T2_IMG_8387.JPG,Pa,1,NA,630.5508627,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,261.2625,28.33447182,11910.88377,NA,6.446593823
67,372,Black Rock,2018,T2,7,BR_10Sept2018_T2_IMG_8388.JPG,Tl,1,o,7578.591741,26.149,91,351.2676201,121.7835366,81.77604258,0,NA,TRUE,FALSE,4,273.552,98.23116969,496302.6208,99.79466756,8.933082675
68,372,Black Rock,2018,T2,7,BR_10Sept2018_T2_IMG_8388.JPG,Pa,1,NA,121.8149824,29.862,110,58.68346786,15.12037931,11.77575013,0,NA,FALSE,FALSE,4,273.552,12.4539011,1011.381162,13.34368047,4.802503356
69,373,Black Rock,2018,T2,8,BR_10Sept2018_T2_IMG_8390.JPG,Pga,1,o,7150.469629,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,291.85275,95.41624964,454847.3301,NA,8.874933316
70,373,Black Rock,2018,T2,8,BR_10Sept2018_T2_IMG_8390.JPG,Pa,1,NA,58.42586563,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,291.85275,8.624970873,335.9475928,NA,4.067758696
71,374,Black Rock,2018,T2,9,BR_10Sept2018_T2_IMG_8391.JPG,Tl,1,o,3897.946535,22.717,110,490.3388739,118.4532283,73.04780823,0,NA,TRUE,FALSE,4,277.1385,70.44870241,183070.1836,93.02015213,8.268205164
72,374,Black Rock,2018,T2,9,BR_10Sept2018_T2_IMG_8391.JPG,Tl,2,o,4594.120992,29.635,97,373.2986936,100.8357193,75.52101206,0,NA,TRUE,FALSE,4,277.1385,76.48147828,234243.4432,87.26520254,8.43253272
73,375,Black Rock,2018,T2,10,BR_10Sept2018_T2_IMG_8393.JPG,Tl,1,o,2831.348186,31.45,133,422.9583157,126.2371906,58.78228238,0,NA,TRUE,FALSE,4,262.47875,60.04152293,113332.3047,86.14238321,7.948508268
74,375,Black Rock,2018,T2,10,BR_10Sept2018_T2_IMG_8393.JPG,Pa,1,NA,30.96882332,17.988,87,24.47741008,8.217693813,5.276922418,0,NA,FALSE,FALSE,4,262.47875,6.279389342,129.6435327,6.585144851,3.432980999
75,375,Black Rock,2018,T2,10,BR_10Sept2018_T2_IMG_8393.JPG,Tl,2,o,95.53655563,18.463,96,41.02682598,14.27799393,9.790697342,0,NA,TRUE,FALSE,4,262.47875,11.02909428,702.4544527,11.82334628,4.559508956
76,376,Black Rock,2018,T2,11,BR_10Sept2018_T2_IMG_8394.JPG,Pa,1,NA,290.3810158,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,270.5455,19.22822385,3722.340783,NA,5.671193908
77,376,Black Rock,2018,T2,11,BR_10Sept2018_T2_IMG_8394.JPG,Pa,2,NA,992.808682,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,270.5455,35.55394879,23532.17936,NA,6.900537979
78,376,Black Rock,2018,T2,11,BR_10Sept2018_T2_IMG_8394.JPG,Pa,3,NA,26.88576488,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,270.5455,5.850813536,104.8690647,NA,3.29159696
79,377,Black Rock,2018,T2,12,BR_10Sept2018_T2_IMG_8395.JPG,Pa,1,NA,446.5584039,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,263.0745,23.84482793,7098.738866,NA,6.101570196
80,378,Black Rock,2018,T2,13,BR_10Sept2018_T2_IMG_8398.JPG,Pa,1,NA,416.3849178,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,317.81375,23.02515458,6391.551397,NA,6.031610116
81,379,Black Rock,2018,T2,14,BR_10Sept2018_T2_IMG_8399.JPG,Tl,1,o,4120.536882,20.298,135,361.9465453,109.651973,60.5363778,0,NA,TRUE,FALSE,4,305.93175,72.43224768,198973.1654,81.47351267,8.323738745
82,379,Black Rock,2018,T2,14,BR_10Sept2018_T2_IMG_8399.JPG,Pa,1,NA,112.4770123,25.19,112,48.389649,16.36476109,9.583379299,0,NA,FALSE,FALSE,4,305.93175,11.96704558,897.3450226,12.52316704,4.722748866
83,380,Black Rock,2018,T2,15,BR_10Sept2018_T2_IMG_8400.JPG,Tl,1,o,9865.209386,25.647,148,460.0564297,138.9200287,96.22410087,0,NA,TRUE,FALSE,4,284.33625,112.0748621,737094.6542,115.6177099,9.196769643
84,380,Black Rock,2018,T2,15,BR_10Sept2018_T2_IMG_8400.JPG,Pa,1,NA,39.60562443,26.845,122,36.66029217,14.83883958,4.834381828,0,NA,FALSE,FALSE,4,284.33625,7.101228571,187.4990612,8.469747127,3.678971139
85,381,Black Rock,2018,T2,16,BR_10Sept2018_T2_IMG_8401.JPG,Pa,1,NA,154.2643595,NA,NA,NA,NA,NA,0,NA,FALSE,FALSE,4,274.39775,14.01483082,1441.325933,NA,5.038667751
86,382,Black Rock,2018,T2,17,BR_10Sept2018_T2_IMG_8402.JPG,Pa,1,NA,227.2256626,23.188,87,80.46402773,24.85323159,15.13014012,0,NA,FALSE,FALSE,4,294.07725,17.00919455,2576.617001,19.39156715,5.425943632
87,382,Black Rock,2018,T2,17,BR_10Sept2018_T2_IMG_8402.JPG,Tl,1,o,109.4720579,10.155,113,51.11235228,21.62765056,8.142282342,0,NA,TRUE,FALSE,4,294.07725,11.80610661,861.6258573,13.27020864,4.695669338
88,383,Black Rock,2018,T3,1,BR_10Sept2018_T3_IMG_8414.JPG,Pa,1,NA,375.8676924,42.947,119,111.8087853,28.19646319,19.94548045,0,NA,FALSE,FALSE,4,280.083,21.8762339,5481.713035,23.71480561,5.929237199
89,383,Black Rock,2018,T3,1,BR_10Sept2018_T3_IMG_8414.JPG,Tl,1,o,3504.072788,29.112,123,283.3060557,89.18906181,59.10251604,0,NA,TRUE,FALSE,4,280.083,66.79464081,156035.5222,72.60370484,8.161681225
90,383,Black Rock,2018,T3,1,BR_10Sept2018_T3_IMG_8414.JPG,Pa,2,o,297.2077007,26.635,115,95.82102448,31.72930881,18.63733251,0,NA,TRUE,FALSE,4,280.083,19.45293288,3854.374302,24.31768242,5.694431224
91,383,Black Rock,2018,T3,1,BR_10Sept2018_T3_IMG_8414.JPG,Pa,3,o,80.28402864,16.877,91,52.38764938,14.37091862,9.532888465,0,NA,TRUE,FALSE,4,280.083,10.11043026,541.1373818,11.7045446,4.385570705
92,383,Black Rock,2018,T3,1,BR_10Sept2018_T3_IMG_8414.JPG,Pga,1,o,369.465876,13.03,53,85.99822196,30.56004827,21.21292617,0,NA,TRUE,FALSE,4,280.083,21.68913469,5342.263433,25.46110853,5.912058384
93,384,Black Rock,2018,T3,2,BR_10Sept2018_T3_IMG_8415.JPG,Pga,1,o,6460.177212,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,272.0275,90.69373238,390598.3888,NA,8.773412029
94,385,Black Rock,2018,T3,3,BR_10Sept2018_T3_IMG_8416.JPG,Pa,1,o,468.2067228,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,293.12725,24.41596434,7621.145765,NA,6.148909914
95,385,Black Rock,2018,T3,3,BR_10Sept2018_T3_IMG_8416.JPG,Pa,2,o,32.41950403,NA,NA,NA,NA,NA,0,NA,TRUE,FALSE,4,293.12725,6.424779728,138.8587815,NA,3.478760218
96,386,Black Rock,2018,T3,4,BR_10Sept2018_T3_IMG_8417.JPG,Tl,1,o,2824.320725,20.634,111,254.5421855,82.6204494,59.78264858,0,NA,TRUE,FALSE,4,298.38775,59.96696452,112910.6271,70.2799352,7.946023163
97,386,Black Rock,2018,T3,4,BR_10Sept2018_T3_IMG_8417.JPG,Pa,1,NA,56.71910886,24.37,100,36.49965523,10.56715633,7.811178576,0,NA,FALSE,FALSE,4,298.38775,8.498059328,321.3349014,9.085259771,4.038111171
98,386,Black Rock,2018,T3,4,BR_10Sept2018_T3_IMG_8417.JPG,Pa,2,NA,32.15468054,25.427,58,23.05862087,7.957029067,6.030978148,0,NA,FALSE,FALSE,4,298.38775,6.398485041,137.1608283,6.927385396,3.470558025
99,386,Black Rock,2018,T3,4,BR_10Sept2018_T3_IMG_8417.JPG,Pa,3,NA,682.237658,30.233,81,222.5311193,43.55068196,24.7709901,0,NA,FALSE,FALSE,4,298.38775,29.47290222,13405.01586,32.84499218,6.525378069
100,386,Black Rock,2018,T3,4,BR_10Sept2018_T3_IMG_8417.JPG,Pa,4,NA,260.5878028,35.559,117,120.3335593,33.62031451,13.53942982,0,NA,FALSE,FALSE,4,298.38775,18.21512271,3164.42587,21.33541396,5.562939859
101,387,Black Rock,2018,T3,5,BR_10Sept2018_T3_IMG_8418.JPG,Tl,1,o,498.1150475,14.735,70,123.1751946,50.53481218,13.23936117,0,NA,TRUE,FALSE,4,293.0655,25.18372046,8362.926743,25.86597437,6.210831069
102,387,Black Rock,2018,T3,5,BR_10Sept2018_T3_IMG_8418.JPG,Tl,2,o,3179.774221,18.052,70,358.7773723,94.86763198,45.79181105,0,NA,TRUE,FALSE,4,293.0655,63.62872214,134883.3136,65.91024714,8.064565474
103,387,Black Rock,2018,T3,5,BR_10Sept2018_T3_IMG_8418.JPG,Pa,1,NA,383.6325803,24.785,62,147.8444239,40.28983282,16.92614791,0,NA,FALSE,FALSE,4,293.0655,22.10104459,5652.453841,26.11420436,5.949685272
104,387,Black Rock,2018,T3,5,BR_10Sept2018_T3_IMG_8418.JPG,Pa,2,NA,5.466460383,24.787,74,10.36362178,3.540812549,2.420243939,0,NA,FALSE,FALSE,4,293.0655,2.638202708,9.61442039,2.927393057,1.698631311
105,388,Black Rock,2018,T3,6,BR_10Sept2018_T3_IMG_8419.JPG,Acan,1,NA,88.85541888,12.91,71,49.60938777,17.4292699,10.79673289,0,NA,FALSE,FALSE,4,299.837,10.63645773,630.0712714,13.71784136,4.487010542
106,388,Black Rock,2018,T3,6,BR_10Sept2018_T3_IMG_8419.JPG,Tl,1,o,1528.912078,18.93,35,230.992039,63.56743831,30.48322922,0,NA,TRUE,FALSE,4,299.837,44.12109833,44971.52007,44.01977729,7.332311701
107,389,Black Rock,2018,T3,7,BR_10Sept2018_T3_IMG_8420.JPG,Tl,1,o,7750.215372,30.088,98,516.1067583,147.6503439,88.59020635,0,NA,TRUE,FALSE,4,308.83775,99.33720699,513256.4991,114.3694646,8.955475912
108,389,Black Rock,2018,T3,7,BR_10Sept2018_T3_IMG_8420.JPG,Pa,1,NA,90.15026066,23.227,117,64.4780957,16.98425792,9.487182185,0,NA,FALSE,FALSE,4,308.83775,10.71367709,643.8938551,12.69380751,4.501477841
109,390,Black Rock,2018,T3,8,BR_10Sept2018_T3_IMG_8421.JPG,Tl,1,o,10761.29604,29.593,139,574.1010951,158.7416245,95.22050204,0,NA,TRUE,FALSE,4,287.25925,117.0542937,839770.6049,122.9449356,9.283711276
110,391,Black Rock,2018,T3,9,BR_10Sept2018_T3_IMG_8422.JPG,Tl,1,o,333.4624904,23.978,66,72.21631115,25.12388317,18.83017121,0,NA,TRUE,FALSE,4,284.1185,20.60528159,4580.725676,21.75056371,5.809530386
111,391,Black Rock,2018,T3,9,BR_10Sept2018_T3_IMG_8422.JPG,Pa,1,NA,686.5710999,26.341,93,133.4190839,37.25815109,26.43309042,0,NA,FALSE,FALSE,4,284.1185,29.56635714,13532.93756,31.38228922,6.531709788
